date,product_id,quantity
2025-09-11,P001,49
2025-09-12,P001,54
2025-09-13,P001,51
2025-09-14,P001,29
2025-09-15,P001,21
2025-09-16,P001,24
2025-09-17,P001,41
2025-09-18,P001,61
2025-09-19,P001,58
2025-09-20,P001,51
2025-09-21,P001,21
2025-09-22,P001,21
2025-09-23,P001,21
2025-09-24,P001,34
2025-09-25,P001,50
2025-09-26,P001,56
2025-09-27,P001,52
2025-09-28,P001,25
2025-09-29,P001,21
2025-09-30,P001,22
2025-10-01,P001,38
2025-10-02,P001,59
2025-10-03,P001,61
2025-10-04,P001,54
2025-10-05,P001,31
2025-10-06,P001,18
2025-10-07,P001,24
2025-10-08,P001,41
2025-10-09,P001,55
2025-10-10,P001,53
2025-10-11,P001,48
2025-10-12,P001,32
2025-10-13,P001,33
2025-10-14,P001,34
2025-10-15,P001,35
2025-10-16,P001,53
2025-10-17,P001,51
2025-10-18,P001,45
2025-10-19,P001,33
2025-10-20,P001,27
2025-10-21,P001,21
2025-10-22,P001,36
2025-10-23,P001,44
2025-10-24,P001,57
2025-10-25,P001,42
2025-10-26,P001,29
2025-10-27,P001,17
2025-10-28,P001,24
2025-10-29,P001,31
2025-10-30,P001,47
2025-10-31,P001,68
2025-11-01,P001,41
2025-11-02,P001,26
2025-11-03,P001,30
2025-11-04,P001,39
2025-11-05,P001,34
2025-11-06,P001,52
2025-11-07,P001,59
2025-11-08,P001,56
2025-11-09,P001,26
2025-11-10,P001,20
2025-11-11,P001,28
2025-11-12,P001,41
2025-11-13,P001,52
2025-11-14,P001,57
2025-11-15,P001,41
2025-11-16,P001,30
2025-11-17,P001,20
2025-11-18,P001,26
2025-11-19,P001,37
2025-11-20,P001,56
2025-11-21,P001,63
2025-11-22,P001,48
2025-11-23,P001,33
2025-11-24,P001,21
2025-11-25,P001,24
2025-11-26,P001,36
2025-11-27,P001,56
2025-11-28,P001,57
2025-11-29,P001,58
2025-11-30,P001,39
2025-12-01,P001,23
2025-12-02,P001,21
2025-12-03,P001,34
2025-12-04,P001,60
2025-12-05,P001,59
2025-12-06,P001,50
2025-12-07,P001,23
2025-12-08,P001,25
2025-12-09,P001,27
2025-12-10,P001,34
2025-12-11,P001,52
2025-12-12,P001,59
2025-12-13,P001,48
2025-12-14,P001,30
2025-12-15,P001,20
2025-12-16,P001,23
2025-12-17,P001,40
2025-12-18,P001,61
2025-12-19,P001,45
2025-12-20,P001,46
2025-12-21,P001,32
2025-12-22,P001,22
2025-12-23,P001,23
2025-12-24,P001,31
2025-12-25,P001,55
2025-12-26,P001,66
2025-12-27,P001,40
2025-12-28,P001,35
2025-12-29,P001,19
2025-12-30,P001,24
2025-12-31,P001,34
2026-01-01,P001,52
2026-01-02,P001,64
2026-01-03,P001,50
2026-01-04,P001,39
2026-01-05,P001,26
2026-01-06,P001,26
2026-01-07,P001,48
2026-01-08,P001,56
2026-01-09,P001,62
2026-01-10,P001,46
2026-01-11,P001,31
2026-01-12,P001,17
2026-01-13,P001,29
2026-01-14,P001,33
2026-01-15,P001,58
2026-01-16,P001,57
2026-01-17,P001,53
2026-01-18,P001,34
2026-01-19,P001,29
2026-01-20,P001,28
2026-01-21,P001,31
2026-01-22,P001,53
2026-01-23,P001,52
2026-01-24,P001,45
2026-01-25,P001,38
2026-01-26,P001,24
2026-01-27,P001,21
2026-01-28,P001,34
2026-01-29,P001,54
2026-01-30,P001,51
2026-01-31,P001,44
2026-02-01,P001,32
2026-02-02,P001,26
2026-02-03,P001,27
2026-02-04,P001,28
2026-02-05,P001,55
2026-02-06,P001,58
2026-02-07,P001,49
2026-02-08,P001,39
2026-02-09,P001,11
2026-02-10,P001,21
2026-02-11,P001,42
2026-02-12,P001,46
2026-02-13,P001,65
2026-02-14,P001,49
2026-02-15,P001,35
2026-02-16,P001,18
2026-02-17,P001,28
2026-02-18,P001,44
2026-02-19,P001,55
2026-02-20,P001,58
2026-02-21,P001,48
2026-02-22,P001,27
2026-02-23,P001,20
2026-02-24,P001,23
2026-02-25,P001,41
2026-02-26,P001,59
2026-02-27,P001,52
2026-02-28,P001,46
2026-03-01,P001,38
2026-03-02,P001,17
2026-03-03,P001,20
2026-03-04,P001,40
2026-03-05,P001,58
2026-03-06,P001,57
2026-03-07,P001,53
2026-03-08,P001,35
2026-03-09,P001,25
2026-03-10,P001,27
2026-03-11,P001,50
2026-03-12,P001,53
2026-03-13,P001,48
2026-03-14,P001,55
2026-03-15,P001,28
2026-03-16,P001,21
2026-03-17,P001,30
2026-03-18,P001,31
2026-03-19,P001,47
2026-03-20,P001,49
2026-03-21,P001,43
2026-03-22,P001,33
2026-03-23,P001,23
2026-03-24,P001,25
2026-03-25,P001,32
2026-03-26,P001,42
2026-03-27,P001,57
2026-03-28,P001,45
2026-03-29,P001,33
2026-03-30,P001,24
2026-03-31,P001,25
2026-04-01,P001,42
2026-04-02,P001,55
2026-04-03,P001,60
2026-04-04,P001,44
2026-04-05,P001,30
2026-04-06,P001,21
2026-04-07,P001,28
2026-04-08,P001,37
2026-04-09,P001,56
2026-04-10,P001,56
2026-04-11,P001,46
2026-04-12,P001,35
2026-04-13,P001,11
2026-04-14,P001,18
2026-04-15,P001,31
2026-04-16,P001,42
2026-04-17,P001,54
2026-04-18,P001,51
2026-04-19,P001,29
2026-04-20,P001,21
2026-04-21,P001,29
2026-04-22,P001,45
2026-04-23,P001,53
2026-04-24,P001,64
2026-04-25,P001,47
2026-04-26,P001,26
2025-04-27,P002,11
2025-04-28,P002,11
2025-04-29,P002,6
2025-04-30,P002,13
2025-05-01,P002,14
2025-05-02,P002,17
2025-05-03,P002,14
2025-05-04,P002,7
2025-05-05,P002,10
2025-05-06,P002,8
2025-05-07,P002,11
2025-05-08,P002,14
2025-05-09,P002,15
2025-05-10,P002,15
2025-05-11,P002,10
2025-05-12,P002,9
2025-05-13,P002,10
2025-05-14,P002,15
2025-05-15,P002,15
2025-05-16,P002,14
2025-05-17,P002,16
2025-05-18,P002,10
2025-05-19,P002,10
2025-05-20,P002,10
2025-05-21,P002,12
2025-05-22,P002,17
2025-05-23,P002,20
2025-05-24,P002,18
2025-05-25,P002,11
2025-05-26,P002,9
2025-05-27,P002,11
2025-05-28,P002,11
2025-05-29,P002,17
2025-05-30,P002,17
2025-05-31,P002,15
2025-06-01,P002,10
2025-06-02,P002,6
2025-06-03,P002,6
2025-06-04,P002,11
2025-06-05,P002,15
2025-06-06,P002,17
2025-06-07,P002,18
2025-06-08,P002,13
2025-06-09,P002,7
2025-06-10,P002,10
2025-06-11,P002,12
2025-06-12,P002,16
2025-06-13,P002,18
2025-06-14,P002,16
2025-06-15,P002,11
2025-06-16,P002,11
2025-06-17,P002,8
2025-06-18,P002,13
2025-06-19,P002,21
2025-06-20,P002,18
2025-06-21,P002,18
2025-06-22,P002,12
2025-06-23,P002,10
2025-06-24,P002,10
2025-06-25,P002,13
2025-06-26,P002,15
2025-06-27,P002,18
2025-06-28,P002,14
2025-06-29,P002,13
2025-06-30,P002,11
2025-07-01,P002,11
2025-07-02,P002,13
2025-07-03,P002,18
2025-07-04,P002,17
2025-07-05,P002,17
2025-07-06,P002,9
2025-07-07,P002,9
2025-07-08,P002,7
2025-07-09,P002,11
2025-07-10,P002,19
2025-07-11,P002,19
2025-07-12,P002,14
2025-07-13,P002,9
2025-07-14,P002,5
2025-07-15,P002,10
2025-07-16,P002,18
2025-07-17,P002,18
2025-07-18,P002,17
2025-07-19,P002,17
2025-07-20,P002,9
2025-07-21,P002,9
2025-07-22,P002,11
2025-07-23,P002,14
2025-07-24,P002,19
2025-07-25,P002,19
2025-07-26,P002,17
2025-07-27,P002,11
2025-07-28,P002,11
2025-07-29,P002,14
2025-07-30,P002,13
2025-07-31,P002,16
2025-08-01,P002,21
2025-08-02,P002,16
2025-08-03,P002,15
2025-08-04,P002,9
2025-08-05,P002,13
2025-08-06,P002,15
2025-08-07,P002,18
2025-08-08,P002,21
2025-08-09,P002,16
2025-08-10,P002,11
2025-08-11,P002,10
2025-08-12,P002,12
2025-08-13,P002,12
2025-08-14,P002,19
2025-08-15,P002,18
2025-08-16,P002,18
2025-08-17,P002,9
2025-08-18,P002,9
2025-08-19,P002,8
2025-08-20,P002,13
2025-08-21,P002,18
2025-08-22,P002,19
2025-08-23,P002,16
2025-08-24,P002,13
2025-08-25,P002,11
2025-08-26,P002,10
2025-08-27,P002,16
2025-08-28,P002,19
2025-08-29,P002,20
2025-08-30,P002,18
2025-08-31,P002,14
2025-09-01,P002,14
2025-09-02,P002,11
2025-09-03,P002,14
2025-09-04,P002,17
2025-09-05,P002,18
2025-09-06,P002,15
2025-09-07,P002,12
2025-09-08,P002,11
2025-09-09,P002,12
2025-09-10,P002,15
2025-09-11,P002,17
2025-09-12,P002,21
2025-09-13,P002,18
2025-09-14,P002,13
2025-09-15,P002,10
2025-09-16,P002,13
2025-09-17,P002,16
2025-09-18,P002,16
2025-09-19,P002,19
2025-09-20,P002,18
2025-09-21,P002,12
2025-09-22,P002,12
2025-09-23,P002,10
2025-09-24,P002,18
2025-09-25,P002,21
2025-09-26,P002,19
2025-09-27,P002,18
2025-09-28,P002,10
2025-09-29,P002,9
2025-09-30,P002,12
2025-10-01,P002,14
2025-10-02,P002,20
2025-10-03,P002,23
2025-10-04,P002,16
2025-10-05,P002,12
2025-10-06,P002,12
2025-10-07,P002,15
2025-10-08,P002,14
2025-10-09,P002,20
2025-10-10,P002,23
2025-10-11,P002,15
2025-10-12,P002,12
2025-10-13,P002,11
2025-10-14,P002,12
2025-10-15,P002,17
2025-10-16,P002,20
2025-10-17,P002,17
2025-10-18,P002,19
2025-10-19,P002,13
2025-10-20,P002,14
2025-10-21,P002,12
2025-10-22,P002,15
2025-10-23,P002,20
2025-10-24,P002,22
2025-10-25,P002,19
2025-10-26,P002,12
2025-10-27,P002,13
2025-10-28,P002,11
2025-10-29,P002,17
2025-10-30,P002,17
2025-10-31,P002,21
2025-11-01,P002,17
2025-11-02,P002,12
2025-11-03,P002,13
2025-11-04,P002,14
2025-11-05,P002,15
2025-11-06,P002,22
2025-11-07,P002,20
2025-11-08,P002,18
2025-11-09,P002,15
2025-11-10,P002,11
2025-11-11,P002,14
2025-11-12,P002,16
2025-11-13,P002,19
2025-11-14,P002,23
2025-11-15,P002,17
2025-11-16,P002,11
2025-11-17,P002,15
2025-11-18,P002,18
2025-11-19,P002,16
2025-11-20,P002,17
2025-11-21,P002,21
2025-11-22,P002,18
2025-11-23,P002,15
2025-11-24,P002,11
2025-11-25,P002,15
2025-11-26,P002,18
2025-11-27,P002,18
2025-11-28,P002,22
2025-11-29,P002,22
2025-11-30,P002,16
2025-12-01,P002,12
2025-12-02,P002,14
2025-12-03,P002,18
2025-12-04,P002,18
2025-12-05,P002,22
2025-12-06,P002,18
2025-12-07,P002,18
2025-12-08,P002,13
2025-12-09,P002,17
2025-12-10,P002,15
2025-12-11,P002,22
2025-12-12,P002,22
2025-12-13,P002,18
2025-12-14,P002,16
2025-12-15,P002,15
2025-12-16,P002,14
2025-12-17,P002,15
2025-12-18,P002,21
2025-12-19,P002,20
2025-12-20,P002,19
2025-12-21,P002,16
2025-12-22,P002,11
2025-12-23,P002,12
2025-12-24,P002,18
2025-12-25,P002,20
2025-12-26,P002,18
2025-12-27,P002,21
2025-12-28,P002,16
2025-12-29,P002,12
2025-12-30,P002,12
2025-12-31,P002,19
2026-01-01,P002,22
2026-01-02,P002,26
2026-01-03,P002,20
2026-01-04,P002,17
2026-01-05,P002,13
2026-01-06,P002,16
2026-01-07,P002,19
2026-01-08,P002,23
2026-01-09,P002,21
2026-01-10,P002,19
2026-01-11,P002,15
2026-01-12,P002,15
2026-01-13,P002,17
2026-01-14,P002,17
2026-01-15,P002,21
2026-01-16,P002,23
2026-01-17,P002,20
2026-01-18,P002,18
2026-01-19,P002,10
2026-01-20,P002,14
2026-01-21,P002,17
2026-01-22,P002,18
2026-01-23,P002,21
2026-01-24,P002,19
2026-01-25,P002,16
2026-01-26,P002,16
2026-01-27,P002,15
2026-01-28,P002,17
2026-01-29,P002,22
2026-01-30,P002,24
2026-01-31,P002,19
2026-02-01,P002,15
2026-02-02,P002,15
2026-02-03,P002,15
2026-02-04,P002,20
2026-02-05,P002,22
2026-02-06,P002,24
2026-02-07,P002,19
2026-02-08,P002,17
2026-02-09,P002,14
2026-02-10,P002,13
2026-02-11,P002,16
2026-02-12,P002,23
2026-02-13,P002,22
2026-02-14,P002,19
2026-02-15,P002,17
2026-02-16,P002,17
2026-02-17,P002,12
2026-02-18,P002,16
2026-02-19,P002,21
2026-02-20,P002,26
2026-02-21,P002,21
2026-02-22,P002,18
2026-02-23,P002,13
2026-02-24,P002,14
2026-02-25,P002,20
2026-02-26,P002,23
2026-02-27,P002,24
2026-02-28,P002,21
2026-03-01,P002,18
2026-03-02,P002,15
2026-03-03,P002,17
2026-03-04,P002,21
2026-03-05,P002,20
2026-03-06,P002,20
2026-03-07,P002,23
2026-03-08,P002,20
2026-03-09,P002,13
2026-03-10,P002,13
2026-03-11,P002,20
2026-03-12,P002,24
2026-03-13,P002,27
2026-03-14,P002,22
2026-03-15,P002,17
2026-03-16,P002,14
2026-03-17,P002,16
2026-03-18,P002,19
2026-03-19,P002,21
2026-03-20,P002,27
2026-03-21,P002,25
2026-03-22,P002,20
2026-03-23,P002,14
2026-03-24,P002,18
2026-03-25,P002,21
2026-03-26,P002,24
2026-03-27,P002,26
2026-03-28,P002,23
2026-03-29,P002,19
2026-03-30,P002,17
2026-03-31,P002,17
2026-04-01,P002,17
2026-04-02,P002,23
2026-04-03,P002,23
2026-04-04,P002,20
2026-04-05,P002,21
2026-04-06,P002,19
2026-04-07,P002,19
2026-04-08,P002,21
2026-04-09,P002,26
2026-04-10,P002,24
2026-04-11,P002,22
2026-04-12,P002,16
2026-04-13,P002,17
2026-04-14,P002,17
2026-04-15,P002,18
2026-04-16,P002,24
2026-04-17,P002,24
2026-04-18,P002,25
2026-04-19,P002,20
2026-04-20,P002,16
2026-04-21,P002,17
2026-04-22,P002,21
2026-04-23,P002,23
2026-04-24,P002,23
2026-04-25,P002,22
2026-04-26,P002,17
2025-04-27,P003,24
2025-04-28,P003,23
2025-04-29,P003,27
2025-04-30,P003,39
2025-05-01,P003,44
2025-05-02,P003,41
2025-05-03,P003,31
2025-05-04,P003,27
2025-05-05,P003,19
2025-05-06,P003,28
2025-05-07,P003,39
2025-05-08,P003,43
2025-05-09,P003,38
2025-05-10,P003,36
2025-05-11,P003,26
2025-05-12,P003,15
2025-05-13,P003,15
2025-05-14,P003,33
2025-05-15,P003,40
2025-05-16,P003,42
2025-05-17,P003,40
2025-05-18,P003,22
2025-05-19,P003,18
2025-05-20,P003,21
2025-05-21,P003,23
2025-05-22,P003,40
2025-05-23,P003,57
2025-05-24,P003,30
2025-05-25,P003,9
2025-05-26,P003,2
2025-05-27,P003,19
2025-05-28,P003,31
2025-05-29,P003,43
2025-05-30,P003,55
2025-05-31,P003,19
2025-06-01,P003,27
2025-06-02,P003,27
2025-06-03,P003,11
2025-06-04,P003,28
2025-06-05,P003,38
2025-06-06,P003,40
2025-06-07,P003,35
2025-06-08,P003,34
2025-06-09,P003,29
2025-06-10,P003,16
2025-06-11,P003,44
2025-06-12,P003,43
2025-06-13,P003,59
2025-06-14,P003,37
2025-06-15,P003,25
2025-06-16,P003,18
2025-06-17,P003,41
2025-06-18,P003,37
2025-06-19,P003,38
2025-06-20,P003,53
2025-06-21,P003,35
2025-06-22,P003,20
2025-06-23,P003,22
2025-06-24,P003,18
2025-06-25,P003,33
2025-06-26,P003,43
2025-06-27,P003,48
2025-06-28,P003,40
2025-06-29,P003,10
2025-06-30,P003,20
2025-07-01,P003,11
2025-07-02,P003,20
2025-07-03,P003,42
2025-07-04,P003,46
2025-07-05,P003,32
2025-07-06,P003,29
2025-07-07,P003,5
2025-07-08,P003,15
2025-07-09,P003,26
2025-07-10,P003,42
2025-07-11,P003,48
2025-07-12,P003,30
2025-07-13,P003,28
2025-07-14,P003,15
2025-07-15,P003,4
2025-07-16,P003,16
2025-07-17,P003,42
2025-07-18,P003,44
2025-07-19,P003,36
2025-07-20,P003,23
2025-07-21,P003,16
2025-07-22,P003,24
2025-07-23,P003,22
2025-07-24,P003,34
2025-07-25,P003,38
2025-07-26,P003,39
2025-07-27,P003,32
2025-07-28,P003,11
2025-07-29,P003,0
2025-07-30,P003,18
2025-07-31,P003,36
2025-08-01,P003,41
2025-08-02,P003,34
2025-08-03,P003,23
2025-08-04,P003,12
2025-08-05,P003,25
2025-08-06,P003,25
2025-08-07,P003,36
2025-08-08,P003,49
2025-08-09,P003,26
2025-08-10,P003,26
2025-08-11,P003,15
2025-08-12,P003,16
2025-08-13,P003,41
2025-08-14,P003,37
2025-08-15,P003,60
2025-08-16,P003,35
2025-08-17,P003,13
2025-08-18,P003,14
2025-08-19,P003,9
2025-08-20,P003,24
2025-08-21,P003,45
2025-08-22,P003,49
2025-08-23,P003,32
2025-08-24,P003,30
2025-08-25,P003,22
2025-08-26,P003,27
2025-08-27,P003,33
2025-08-28,P003,51
2025-08-29,P003,31
2025-08-30,P003,34
2025-08-31,P003,16
2025-09-01,P003,15
2025-09-02,P003,13
2025-09-03,P003,28
2025-09-04,P003,55
2025-09-05,P003,43
2025-09-06,P003,39
2025-09-07,P003,20
2025-09-08,P003,14
2025-09-09,P003,17
2025-09-10,P003,32
2025-09-11,P003,50
2025-09-12,P003,56
2025-09-13,P003,38
2025-09-14,P003,26
2025-09-15,P003,5
2025-09-16,P003,16
2025-09-17,P003,36
2025-09-18,P003,47
2025-09-19,P003,46
2025-09-20,P003,42
2025-09-21,P003,25
2025-09-22,P003,22
2025-09-23,P003,18
2025-09-24,P003,26
2025-09-25,P003,43
2025-09-26,P003,23
2025-09-27,P003,38
2025-09-28,P003,0
2025-09-29,P003,1
2025-09-30,P003,19
2025-10-01,P003,32
2025-10-02,P003,33
2025-10-03,P003,39
2025-10-04,P003,45
2025-10-05,P003,18
2025-10-06,P003,29
2025-10-07,P003,16
2025-10-08,P003,31
2025-10-09,P003,52
2025-10-10,P003,45
2025-10-11,P003,28
2025-10-12,P003,21
2025-10-13,P003,13
2025-10-14,P003,6
2025-10-15,P003,26
2025-10-16,P003,35
2025-10-17,P003,50
2025-10-18,P003,35
2025-10-19,P003,19
2025-10-20,P003,12
2025-10-21,P003,17
2025-10-22,P003,33
2025-10-23,P003,33
2025-10-24,P003,36
2025-10-25,P003,43
2025-10-26,P003,18
2025-10-27,P003,2
2025-10-28,P003,19
2025-10-29,P003,31
2025-10-30,P003,29
2025-10-31,P003,45
2025-11-01,P003,40
2025-11-02,P003,24
2025-11-03,P003,17
2025-11-04,P003,5
2025-11-05,P003,30
2025-11-06,P003,38
2025-11-07,P003,40
2025-11-08,P003,41
2025-11-09,P003,31
2025-11-10,P003,25
2025-11-11,P003,25
2025-11-12,P003,27
2025-11-13,P003,43
2025-11-14,P003,49
2025-11-15,P003,35
2025-11-16,P003,22
2025-11-17,P003,18
2025-11-18,P003,15
2025-11-19,P003,22
2025-11-20,P003,37
2025-11-21,P003,47
2025-11-22,P003,34
2025-11-23,P003,23
2025-11-24,P003,17
2025-11-25,P003,12
2025-11-26,P003,33
2025-11-27,P003,42
2025-11-28,P003,34
2025-11-29,P003,45
2025-11-30,P003,17
2025-12-01,P003,0
2025-12-02,P003,7
2025-12-03,P003,20
2025-12-04,P003,40
2025-12-05,P003,41
2025-12-06,P003,32
2025-12-07,P003,25
2025-12-08,P003,14
2025-12-09,P003,17
2025-12-10,P003,30
2025-12-11,P003,44
2025-12-12,P003,27
2025-12-13,P003,31
2025-12-14,P003,5
2025-12-15,P003,12
2025-12-16,P003,15
2025-12-17,P003,34
2025-12-18,P003,48
2025-12-19,P003,44
2025-12-20,P003,30
2025-12-21,P003,23
2025-12-22,P003,8
2025-12-23,P003,14
2025-12-24,P003,34
2025-12-25,P003,35
2025-12-26,P003,48
2025-12-27,P003,38
2025-12-28,P003,13
2025-12-29,P003,18
2025-12-30,P003,19
2025-12-31,P003,27
2026-01-01,P003,34
2026-01-02,P003,36
2026-01-03,P003,30
2026-01-04,P003,24
2026-01-05,P003,4
2026-01-06,P003,17
2026-01-07,P003,18
2026-01-08,P003,37
2026-01-09,P003,43
2026-01-10,P003,51
2026-01-11,P003,10
2026-01-12,P003,22
2026-01-13,P003,15
2026-01-14,P003,29
2026-01-15,P003,40
2026-01-16,P003,45
2026-01-17,P003,32
2026-01-18,P003,30
2026-01-19,P003,8
2026-01-20,P003,22
2026-01-21,P003,22
2026-01-22,P003,38
2026-01-23,P003,34
2026-01-24,P003,36
2026-01-25,P003,30
2026-01-26,P003,10
2026-01-27,P003,12
2026-01-28,P003,18
2026-01-29,P003,37
2026-01-30,P003,30
2026-01-31,P003,26
2026-02-01,P003,21
2026-02-02,P003,20
2026-02-03,P003,34
2026-02-04,P003,22
2026-02-05,P003,49
2026-02-06,P003,43
2026-02-07,P003,32
2026-02-08,P003,22
2026-02-09,P003,11
2026-02-10,P003,14
2026-02-11,P003,23
2026-02-12,P003,28
2026-02-13,P003,30
2026-02-14,P003,37
2026-02-15,P003,17
2026-02-16,P003,6
2026-02-17,P003,13
2026-02-18,P003,31
2026-02-19,P003,39
2026-02-20,P003,36
2026-02-21,P003,41
2026-02-22,P003,30
2026-02-23,P003,14
2026-02-24,P003,20
2026-02-25,P003,34
2026-02-26,P003,46
2026-02-27,P003,45
2026-02-28,P003,37
2026-03-01,P003,22
2026-03-02,P003,2
2026-03-03,P003,18
2026-03-04,P003,16
2026-03-05,P003,32
2026-03-06,P003,50
2026-03-07,P003,38
2026-03-08,P003,29
2026-03-09,P003,8
2026-03-10,P003,5
2026-03-11,P003,24
2026-03-12,P003,38
2026-03-13,P003,41
2026-03-14,P003,40
2026-03-15,P003,16
2026-03-16,P003,12
2026-03-17,P003,6
2026-03-18,P003,28
2026-03-19,P003,37
2026-03-20,P003,35
2026-03-21,P003,30
2026-03-22,P003,17
2026-03-23,P003,8
2026-03-24,P003,25
2026-03-25,P003,24
2026-03-26,P003,36
2026-03-27,P003,25
2026-03-28,P003,25
2026-03-29,P003,16
2026-03-30,P003,4
2026-03-31,P003,22
2026-04-01,P003,24
2026-04-02,P003,46
2026-04-03,P003,41
2026-04-04,P003,32
2026-04-05,P003,17
2026-04-06,P003,9
2026-04-07,P003,25
2026-04-08,P003,8
2026-04-09,P003,23
2026-04-10,P003,36
2026-04-11,P003,32
2026-04-12,P003,23
2026-04-13,P003,12
2026-04-14,P003,9
2026-04-15,P003,32
2026-04-16,P003,44
2026-04-17,P003,41
2026-04-18,P003,38
2026-04-19,P003,20
2026-04-20,P003,5
2026-04-21,P003,17
2026-04-22,P003,25
2026-04-23,P003,37
2026-04-24,P003,50
2026-04-25,P003,14
2026-04-26,P003,7
2025-04-27,P004,9
2025-04-28,P004,7
2025-04-29,P004,18
2025-04-30,P004,21
2025-05-01,P004,18
2025-05-02,P004,20
2025-05-03,P004,14
2025-05-04,P004,7
2025-05-05,P004,9
2025-05-06,P004,7
2025-05-07,P004,15
2025-05-08,P004,15
2025-05-09,P004,18
2025-05-10,P004,18
2025-05-11,P004,14
2025-05-12,P004,11
2025-05-13,P004,7
2025-05-14,P004,18
2025-05-15,P004,17
2025-05-16,P004,23
2025-05-17,P004,18
2025-05-18,P004,8
2025-05-19,P004,9
2025-05-20,P004,12
2025-05-21,P004,17
2025-05-22,P004,19
2025-05-23,P004,26
2025-05-24,P004,21
2025-05-25,P004,12
2025-05-26,P004,12
2025-05-27,P004,17
2025-05-28,P004,22
2025-05-29,P004,16
2025-05-30,P004,18
2025-05-31,P004,23
2025-06-01,P004,10
2025-06-02,P004,6
2025-06-03,P004,9
2025-06-04,P004,17
2025-06-05,P004,20
2025-06-06,P004,19
2025-06-07,P004,16
2025-06-08,P004,11
2025-06-09,P004,7
2025-06-10,P004,18
2025-06-11,P004,17
2025-06-12,P004,23
2025-06-13,P004,20
2025-06-14,P004,18
2025-06-15,P004,11
2025-06-16,P004,2
2025-06-17,P004,7
2025-06-18,P004,10
2025-06-19,P004,13
2025-06-20,P004,18
2025-06-21,P004,22
2025-06-22,P004,13
2025-06-23,P004,14
2025-06-24,P004,13
2025-06-25,P004,18
2025-06-26,P004,18
2025-06-27,P004,23
2025-06-28,P004,21
2025-06-29,P004,12
2025-06-30,P004,12
2025-07-01,P004,13
2025-07-02,P004,14
2025-07-03,P004,17
2025-07-04,P004,18
2025-07-05,P004,19
